date,driver_value,driver_category,driver_name,driver_unique_name,qualifier,region,driver_units,driver_classification,driver_source,driver_capture_date,subregion,qualifier_2,denorm
2019-06-01,0.8922070264816284,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2019-06-01,1.0371146202087402,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2019-06-01,1.1129944324493408,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2019-07-01,0.9610430002212524,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2019-07-01,0.9442663788795472,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2019-07-01,0.9576361775398254,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2019-07-01,1.0413142442703247,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2019-07-01,1.073294758796692,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2019-07-01,0.938618302345276,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2019-08-01,1.0224303007125854,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2019-08-01,0.9738794565200806,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2019-08-01,1.0028067827224731,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2019-08-01,0.97373366355896,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2019-08-01,0.969953954219818,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2019-08-01,1.0534683465957642,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2019-09-01,0.9947137832641602,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2019-09-01,0.9675330519676208,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2019-09-01,1.1031583547592163,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2019-09-01,0.9193394780158995,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2019-09-01,1.0309003591537476,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2019-09-01,0.8562098145484924,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2019-10-01,1.0713783502578735,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2019-10-01,0.9013658761978148,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2019-10-01,1.094244360923767,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2019-10-01,0.9569103717803956,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2019-10-01,0.9975128173828124,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2019-10-01,1.023118257522583,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2019-11-01,1.0337364673614502,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2019-11-01,0.8892419338226318,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2019-11-01,1.0305410623550415,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2019-11-01,1.1439357995986938,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2019-11-01,1.0209414958953855,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2019-11-01,0.9882234930992126,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2019-12-01,1.0531198978424072,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2019-12-01,1.0199655294418335,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2019-12-01,1.069554090499878,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2019-12-01,1.0220825672149658,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2019-12-01,1.1146955490112305,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2019-12-01,1.1603052616119385,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2020-01-01,1.0618730783462524,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2020-01-01,0.8479535579681396,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2020-01-01,0.9652193188667296,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2020-01-01,0.944590151309967,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2020-01-01,0.9320976138114928,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2020-01-01,0.9522920846939088,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2020-02-01,1.0486613512039185,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2020-02-01,1.093502402305603,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2020-02-01,1.0118123292922974,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2020-02-01,0.947352170944214,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2020-02-01,0.9417166113853456,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2020-02-01,1.111267328262329,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2020-03-01,1.000412940979004,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2020-03-01,0.9710134863853456,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2020-03-01,0.8740591406822205,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2020-03-01,0.9757572412490844,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2020-03-01,0.9155446887016296,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2020-03-01,0.9429298639297484,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2020-04-01,1.0198837518692017,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2020-04-01,0.9969072341918944,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2020-04-01,0.9064008593559264,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2020-04-01,1.005398154258728,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2020-04-01,1.015937566757202,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2020-04-01,1.0845825672149658,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2020-05-01,0.8759401440620422,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2020-05-01,0.9892902970314026,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2020-05-01,0.9201427698135376,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2020-05-01,1.0403441190719604,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2020-05-01,1.0453990697860718,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2020-05-01,1.0513015985488892,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2020-06-01,1.0438684225082395,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2020-06-01,0.9997419118881226,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2020-06-01,1.1109281778335571,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2020-06-01,0.9485822319984436,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2020-06-01,0.9535731673240662,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2020-06-01,1.001273274421692,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2020-07-01,1.0300401449203491,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2020-07-01,0.929385244846344,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2020-07-01,0.9061289429664612,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2020-07-01,0.9290897846221924,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2020-07-01,0.9452344179153442,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
2020-07-01,1.0259761810302734,Company,Satisfaction Score,Satisfaction Score: Commercial Building Automation,Commercial Building Automation,North America,Score,Internal,,20241709,,,82.79189
2020-08-01,1.007759928703308,Company,Satisfaction Score,Satisfaction Score: Residential Cooling Systems,Residential Cooling Systems,North America,Score,Internal,,20241709,,,76.47958
2020-08-01,1.105043649673462,Company,Satisfaction Score,Satisfaction Score: Residential Heating Systems,Residential Heating Systems,North America,Score,Internal,,20241709,,,77.41752
2020-08-01,1.0124517679214478,Company,Satisfaction Score,Satisfaction Score: Residential Air Quality & Controls,Residential Air Quality & Controls,North America,Score,Internal,,20241709,,,81.66765
2020-08-01,1.0359678268432615,Company,Satisfaction Score,Satisfaction Score: Commercial Large-scale HVAC Systems,Commercial Large-scale HVAC Systems,North America,Score,Internal,,20241709,,,81.6544
2020-08-01,0.9692838191986084,Company,Satisfaction Score,Satisfaction Score: Commercial Industrial Solutions,Commercial Industrial Solutions,North America,Score,Internal,,20241709,,,86.64779
